"id","blog","category","markdown"
17723,"WN668","Maps","[1] Streets GL is an impressive real-time [3D map renderer](https://streets.gl/) designed to showcase OpenStreetMap data with stunning visual effects. This TypeScript project utilises WebGL2 and a render graph implementation to generate dynamic geometry, allowing for the visualisation of complex building shapes, roads, trees, and more."
17762,"WN669","Mapping","Steffen Voß [explained](https://kaffeeringe.de/2023/05/13/3d-stadt-modelle-aus-openstreetmap-daten-erstellen/) :DE-s:>>>[:EN-t:](https://kaffeeringe-de.translate.goog/2023/05/13/3d-stadt-modelle-aus-openstreetmap-daten-erstellen/?_x_tr_sl=auto&_x_tr_tl=EN) how to use OSM tags (to model real-world attributes of buildings etc.) to set visual effects in [streets.gl](https://weeklyosm.eu/archives/16489#wn668_28514), a 3D-based map application."
