"id","blog","category","markdown","sg_id"
16486,"WN632","Maps","[1] Cristoffs [blogged](https://www.openstreetmap.org/user/Cristoffs/diary/399826) about the initiative to rewrite and extend the Polish [map](https://aed.openstreetmap.org.pl) of automated external defibrillators (AEDs). The result is available at [openaedmap.org](https://openaedmap.org). The project is looking for support with coding as well as translations.",11
16477,"WN632","Picture","![lead picture](https://weeklyosm.eu/wp-content/uploads/2022/09/632_T_all.jpg =979x499)

OpenAEDMap [[^1^](#wn632_27264)\]  | © [OpenAEDMap](https://github.com/openstreetmap-polska/openaedmap-frontend) | © [MapLibre](https://maplibre.org/) | map data  © [OpenStreetMap contributors](https://wiki.osmfoundation.org/wiki/Licence/Licence_and_Legal_FAQ)",11
16924,"WN645","Community","Włodzimierz Bartczak is [asking](https://www.openstreetmap.org/user/Cristoffs/diary/400398) for help in translating the website [openaedmap.org](https://openaedmap.org/). Translations are done using [Weblate](https://hosted.weblate.org/projects/openaedmap/#languages).",11
16967,"WN646","Education","The Polish OpenStreetMap Society has [asked](https://mastodon.ie/@BUnicycling/109428485294383233) Anne-Karoline Distel, star of the 'OSM for History Buffs' channel on YouTube, to create a [how-to](https://www.youtube.com/shorts/qI_-mAhydGY) [video](https://www.youtube.com/watch?v=kRAmdA9Td80) on adding AEDs to the [OpenAEDMap](https://openaedmap.org/) website.",11
17191,"WN652","Local chapter news","The OpenStreetMap Polska Association [is](https://openstreetmap.org.pl/2023/wspolpraca-z-cloudferro/) :PL-s:>>>[:EN-t:](https://openstreetmap-org-pl.translate.goog/2023/wspolpraca-z-cloudferro/?_x_tr_sl=auto&_x_tr_tl=EN) proud to announce the signing of an agreement with CloudFerro, the operator of the Creodias platform to enable, but not limited to, further development of the www.openaedmap.org project.",11
18516,"WN691","Did you know that …","... that you can find and add automated external defibrillator location data to OpenStreetMap using [OpenAEDMap](https://openaedmap.org)?",11
